slabinfo - version: 2.1
# name            <active_objs> <num_objs> <objsize> <objperslab> <pagesperslab> : tunables <limit> <batchcount> <sharedfactor> : slabdata <active_slabs> <num_slabs> <sharedavail>
mbcache                0      0     56   73    1 : tunables    0    0    0 : slabdata      0      0      0
kioctx                25     25    640   25    4 : tunables    0    0    0 : slabdata      1      1      0
aio_kiocb            168    168    192   21    1 : tunables    0    0    0 : slabdata      8      8      0
userfaultfd_ctx_cache    352    352    256   32    2 : tunables    0    0    0 : slabdata     11     11      0
dio                    0      0    640   25    4 : tunables    0    0    0 : slabdata      0      0      0
fasync_cache           0      0     48   85    1 : tunables    0    0    0 : slabdata      0      0      0
audit_tree_mark        0      0     80   51    1 : tunables    0    0    0 : slabdata      0      0      0
posix_timers_cache    248    248    264   31    2 : tunables    0    0    0 : slabdata      8      8      0
kvm_vcpu               0      0   9712    3    8 : tunables    0    0    0 : slabdata      0      0      0
UNIX-STREAM          252    252   1152   28    8 : tunables    0    0    0 : slabdata      9      9      0
UNIX                 752    756   1152   28    8 : tunables    0    0    0 : slabdata     27     27      0
ip4-frags              0      0    216   37    2 : tunables    0    0    0 : slabdata      0      0      0
UDP-Lite               0      0   1280   25    8 : tunables    0    0    0 : slabdata      0      0      0
tcp_bind2_bucket     512    512     64   64    1 : tunables    0    0    0 : slabdata      8      8      0
tcp_bind_bucket      256    256    128   32    1 : tunables    0    0    0 : slabdata      8      8      0
inet_peer_cache        0      0    192   21    1 : tunables    0    0    0 : slabdata      0      0      0
xfrm_dst_cache         0      0    320   25    2 : tunables    0    0    0 : slabdata      0      0      0
xfrm_state             0      0    768   21    4 : tunables    0    0    0 : slabdata      0      0      0
ip_fib_trie          255    255     48   85    1 : tunables    0    0    0 : slabdata      3      3      0
ip_fib_alias         219    219     56   73    1 : tunables    0    0    0 : slabdata      3      3      0
ip_dst_cache         168    168    192   21    1 : tunables    0    0    0 : slabdata      8      8      0
PING                   0      0   1088   30    8 : tunables    0    0    0 : slabdata      0      0      0
RAW                  252    252   1152   28    8 : tunables    0    0    0 : slabdata      9      9      0
UDP                  350    350   1280   25    8 : tunables    0    0    0 : slabdata     14     14      0
tw_sock_TCP           87     87    280   29    2 : tunables    0    0    0 : slabdata      3      3      0
request_sock_TCP      96     96    328   24    2 : tunables    0    0    0 : slabdata      4      4      0
TCP                   91     91   2432   13    8 : tunables    0    0    0 : slabdata      7      7      0
dquot               2720   2720    256   32    2 : tunables    0    0    0 : slabdata     85     85      0
bio-288               75     75    320   25    2 : tunables    0    0    0 : slabdata      3      3      0
ep_head             2048   2048     16  256    1 : tunables    0    0    0 : slabdata      8      8      0
eventpoll_pwq       1664   1664     64   64    1 : tunables    0    0    0 : slabdata     26     26      0
eventpoll_epi       1568   1568    128   32    1 : tunables    0    0    0 : slabdata     49     49      0
inotify_inode_mark    408    408     80   51    1 : tunables    0    0    0 : slabdata      8      8      0
task_dmabuf_record   2560   2560     32  128    1 : tunables    0    0    0 : slabdata     20     20      0
dax_cache             36     36    896   36    8 : tunables    0    0    0 : slabdata      1      1      0
sgpool-128           152    168   4096    8    8 : tunables    0    0    0 : slabdata     21     21      0
sgpool-64            144    144   2048   16    8 : tunables    0    0    0 : slabdata      9      9      0
sgpool-32            256    256   1024   32    8 : tunables    0    0    0 : slabdata      8      8      0
sgpool-16            256    256    512   32    4 : tunables    0    0    0 : slabdata      8      8      0
sgpool-8             256    256    256   32    2 : tunables    0    0    0 : slabdata      8      8      0
bio_crypt_ctx       2142   2142     40  102    1 : tunables    0    0    0 : slabdata     21     21      0
request_queue_srcu     19     19   1640   19    8 : tunables    0    0    0 : slabdata      1      1      0
request_queue        364    364   1160   28    8 : tunables    0    0    0 : slabdata     13     13      0
blkdev_ioc           312    312    104   39    1 : tunables    0    0    0 : slabdata      8      8      0
bio-224             2272   2272    256   32    2 : tunables    0    0    0 : slabdata     71     71      0
biovec-max          1668   1680   4096    8    8 : tunables    0    0    0 : slabdata    210    210      0
biovec-128           128    128   2048   16    8 : tunables    0    0    0 : slabdata      8      8      0
biovec-64            416    480   1024   32    8 : tunables    0    0    0 : slabdata     15     15      0
biovec-16            256    256    256   32    2 : tunables    0    0    0 : slabdata      8      8      0
damon_region           0      0     56   73    1 : tunables    0    0    0 : slabdata      0      0      0
khugepaged_mm_slot      0      0    112   36    1 : tunables    0    0    0 : slabdata      0      0      0
uid_cache            231    231    192   21    1 : tunables    0    0    0 : slabdata     11     11      0
iommu_iova          4608   4608     64   64    1 : tunables    0    0    0 : slabdata     72     72      0
dmaengine-unmap-2     64     64     64   64    1 : tunables    0    0    0 : slabdata      1      1      0
audit_buffer        1360   1360     24  170    1 : tunables    0    0    0 : slabdata      8      8      0
sock_inode_cache    1165   1296    896   36    8 : tunables    0    0    0 : slabdata     36     36      0
skbuff_ext_cache       0      0    128   32    1 : tunables    0    0    0 : slabdata      0      0      0
